date,content,predicted_sentiment
2024-05-09 16:40:49+00:00,this is the published version of forbes cio newsletter which offers the latest news for chief innovation officers and other technologyfocused leaders click here to get it delivered to your inbox e 14259 chars,Positive
2024-05-09 17:23:04+00:00,amazon is offering the z grills zpg550b2 wood pellet grill and smoker for 32320 shipped down from 419 it slid into the new year at an already discounted rate of 380 before rising back to its 3192 chars,Positive
2024-05-09 17:51:28+00:00,why duolingo duol shares are plunging today what happened shares of languagelearning app duolingo nasdaqduol fell 199 in the morning session after the company reported firstquarter earnin 2533 chars,Positive
2024-05-09 18:38:07+00:00,asbis group wse asb a leading value add distributor developer and provider of ict iot products solutions and services to the markets of europe the middle east and africa emea though und 9374 chars,Positive
2024-05-09 21:34:18+00:00,shares of technology companies rose but not by as much as the broad market amid mixed earnings fortunes intel shares were more or less flat after the semiconductor giant said its revenue for the 1700 chars,Positive
2024-05-09 22:40:08+00:00,san francisco may 9 2024 prnewswire san francisco areabased life360 inc life360 or the company asx 360 today reported unaudited financial results for the quarter ended march 31 2024 58323 chars,Neutral
2024-05-10 06:04:47+00:00,shares of jamf holding corp nasdaqjamf get free report traded up 61 during midday trading on thursday after the company announced better than expected quarterly earnings the stock traded as 5841 chars,Positive
2024-05-10 07:51:21+00:00,while samsungs smartphone market share improved in the us in the first quarter of this year its sales have dropped in india it sold fewer smartphones nationwide allowing vivo and xiaomi to overta 2456 chars,Positive
2024-05-10 09:00:00+00:00,this week reports surfaced that apple is developing its own ai chips to sit in data centers and power ai applications while there are few details on that project apple did release details about it 344 chars,Neutral
2024-05-10 09:32:40+00:00,curtis advisory group llc trimmed its position in shares of apple inc nasdaqaapl free report by 14 in the 4th quarter according to the company in its most recent form 13f filing with the sec 7192 chars,Positive
2024-05-10 09:32:40+00:00,hardman johnston global advisors llc lowered its position in shares of apple inc nasdaqaapl free report by 06 during the 4th quarter according to the company in its most recent disclosure wi 7412 chars,Positive
2024-05-10 09:32:42+00:00,friedenthal financial purchased a new stake in apple inc nasdaqaapl free report during the 4th quarter according to the company in its most recent disclosure with the securities amp exchange 6770 chars,Positive
2024-05-10 10:04:52+00:00,harvey capital management inc decreased its holdings in apple inc nasdaqaapl free report by 07 in the 4th quarter according to the company in its most recent 13f filing with the sec the fu 7157 chars,Negative
2024-05-10 10:29:27+00:00,opening call stock futures rose on friday extending a rally boosted by strong earnings and jobs data that has made investors more confident the federal reserve will begin cutting rates this year 9866 chars,Positive
2024-05-10 11:46:16+00:00,this is a published version of the forbes daily newsletter you can signup to get forbes daily in your inbox here good morning hot sauce lovers it might be time to stock up again there could b 9234 chars,Positive
2024-05-10 12:56:54+00:00,meta platforms bought back 145 billion of its own stock photo by justin sullivangetty images getty images key takeaways stocks going for three consecutive weeks of gainsstoc 4561 chars,Neutral
2024-05-10 19:48:12+00:00,welcome to the latest edition of bet on it where the fly looks at news and activity in the sports betting and igaming space sector news playags ags has signed a definitive agreement to be ac 13020 chars,Positive
2024-05-11 07:50:40+00:00,graniteshares 2x long aapl daily etf nasdaqaapb get free report was the recipient of a significant growth in short interest during the month of april as of april 30th there was short interest 1220 chars,Positive
2024-05-11 08:54:41+00:00,ingalls amp snyder llc decreased its holdings in shares of apple inc nasdaqaapl free report by 37 in the fourth quarter according to the company in its most recent form 13f filing with the 7087 chars,Positive
2024-05-11 08:54:41+00:00,live oak private wealth llc trimmed its stake in apple inc nasdaqaapl free report by 19 during the fourth quarter according to its most recent 13f filing with the securities and exchange com 7008 chars,Positive
2024-05-11 09:36:44+00:00,simplicity solutions llc grew its position in apple inc nasdaqaapl free report by 31 in the 4th quarter according to the company in its most recent filing with the securities and exchange co 7030 chars,Positive
2024-05-11 09:36:44+00:00,mrp capital investments llc trimmed its holdings in apple inc nasdaqaapl free report by 581 during the fourth quarter according to its most recent 13f filing with the securities and exchange 7032 chars,Positive
2024-05-11 09:36:44+00:00,louisiana state employees retirement system purchased a new position in shares of apple inc nasdaqaapl free report during the fourth quarter according to its most recent 13f filing with the se 6793 chars,Positive
2024-05-11 09:36:45+00:00,bray capital advisors lessened its holdings in apple inc nasdaqaapl free report by 06 in the 4th quarter according to the company in its most recent form 13f filing with the sec the institu 7212 chars,Positive
2024-05-11 09:36:46+00:00,koshinski asset management inc lessened its stake in apple inc nasdaqaapl free report by 232 in the 4th quarter according to the company in its most recent form 13f filing with the sec the 7032 chars,Positive
2024-05-11 11:50:50+00:00,hyatt hotels co nyseh get free report announced a quarterly dividend on thursday may 9th zacks reports investors of record on wednesday may 29th will be given a dividend of 015 per share o 5268 chars,Positive
2024-05-11 14:30:00+00:00,this year is dpreviews 25th anniversary naturally weve been thinking a lot about cameras from the past quarter century and even beyond so we asked current and former dpreview editors to tell us 4813 chars,Neutral
2024-05-12 06:08:53+00:00,apple hospitality reit inc nyseaple get free report has received an average rating of hold from the five ratings firms that are covering the stock marketbeat reports three analysts have ra 4099 chars,Positive
2024-05-12 08:54:44+00:00,shares of apple inc nasdaqaapl get free report were down 1 during midday trading on friday the company traded as low as 18226 and last traded at 18248 approximately 16631344 shares w 6921 chars,Positive
2024-05-12 10:10:42+00:00,keene amp associates inc raised its holdings in apple inc nasdaqaapl free report by 37 in the fourth quarter according to its most recent 13f filing with the securities amp exchange com 6948 chars,Positive
2024-05-12 10:28:41+00:00,hyatt hotels nyseh get free report had its price objective hoisted by equities researchers at barclays from 15300 to 15900 in a research report issued on friday benzinga reports the firm c 5981 chars,Positive
2024-05-12 15:15:09+00:00,we are now entering the era of my blogging not quite this blog yet but an earlier blog i was writing that was not about video games written under a different pseudonym it was mostly to annoy so 28409 chars,Negative
2024-05-12 23:00:00+00:00,shanghai may 13 reuters quarterly earnings reports from chinese ecommerce giants alibaba and jdcom this week will be closely watched as barometers for the mood of consumers in the worlds s 4102 chars,Neutral
2024-05-13 08:36:41+00:00,pcg wealth advisors llc lifted its stake in apple inc nasdaqaapl free report by 25 in the fourth quarter according to its most recent disclosure with the securities and exchange commission 7170 chars,Positive
2024-05-13 08:36:41+00:00,s r schill amp associates lessened its holdings in shares of apple inc nasdaqaapl free report by 05 during the 4th quarter according to the company in its most recent disclosure with the 7313 chars,Positive
2024-05-13 08:36:42+00:00,bristol john w amp co inc ny lessened its stake in shares of apple inc nasdaqaapl free report by 50 during the fourth quarter according to its most recent disclosure with the securities 7321 chars,Positive
2024-05-13 09:00:57+00:00,some wonder if they are calling the top of the market author of the article jeff bezos and mark zuckerberg have realized gains from the stocks that have largely powered the boom in us equity mar 7731 chars,Positive
2024-05-13 09:10:41+00:00,market street wealth management advisors llc increased its position in apple inc nasdaqaapl free report by 81 in the fourth quarter according to its most recent 13f filing with the sec the 6924 chars,Positive
2024-05-13 09:10:42+00:00,cullen investment group ltd purchased a new stake in apple inc nasdaqaapl free report during the fourth quarter according to its most recent 13f filing with the securities amp exchange comm 6987 chars,Positive
2024-05-13 10:22:09+00:00,cornercap investment counsel inc cut its position in apple inc nasdaqaapl free report by 19 in the 4th quarter according to its most recent form 13f filing with the securities and exchange 7088 chars,Positive
2024-05-13 10:22:24+00:00,opening call stock futures were modestly higher on monday ahead of a key inflation reading later in the week which investors will scrutinize as expectations have shifted over when and by how much t 9824 chars,Neutral
2024-05-13 10:30:08+00:00,corrected transcript 07may2024 truecaller ab trueb se q1 2024 earnings call total pages 21 1877factset wwwcallstreetcom copy 39681 chars,Neutral
2024-05-13 11:07:00+00:00,if you were born after 1990 you will have to imagine this the rest of us actually lived it in the past if you wanted to drive to an unfamiliar location youd need to get a physical map use a 8277 chars,Neutral
2024-05-13 11:24:58+00:00,metis global partners llc lifted its stake in shares of apple hospitality reit inc nyseaple free report by 154 in the 4th quarter according to the company in its most recent 13f filing with 4994 chars,Positive
2024-05-13 11:44:33+00:00,dow jones futures rose slightly early monday along with sampp 500 futures and nasdaq futures magnificent seven stocks apple aapl googleparent alphabet googl microsoft msft nvidia nvda 4772 chars,Positive
2024-05-13 12:51:08+00:00,global markets have for the most part returned to the record highs set earlier in the year doubts about the evolution of us monetary policy which led to a drop in indices in april were eased by 8619 chars,Negative
2024-05-13 13:00:25+00:00,apple towson town center over the weekend the international association of machinists and aerospace workers iam said in a statement that workers at apples retail store in towson maryland have 7242 chars,Neutral
2024-05-13 13:24:42+00:00,apple nasdaqaapl get free reports stock had its outperform rating reissued by stock analysts at wedbush in a note issued to investors on monday benzinga reports they presently have a 2500 6388 chars,Positive
2024-05-13 13:25:24+00:00,1 stocks are set to begin the week higher ahead of key inflation releases on tuesday and wednesday the data will offer a test for the quiet market rally were enjoying the dow which on friday wra 4142 chars,Positive
2024-05-13 14:02:53+00:00,jamf nasdaqjamf free report had its price target hoisted by canaccord genuity group from 2200 to 2400 in a research report sent to investors on thursday benzinga reports the firm currently 5912 chars,Positive
2024-05-13 14:45:32+00:00,apples share price advanced on the new york stock exchange on monday following press reports of an imminent agreement with openai the artificial intelligence ai company behind the chatgpt conver 1289 chars,Positive
2024-05-13 15:16:26+00:00,wall street edged slightly higher on monday continuing its recent recovery that has seen the sampp 500 return to within a few dozen points of its alltime highsin late morning trading the dow jo 1748 chars,Neutral
2024-05-13 15:53:40+00:00,apple gained ground on the new york stock exchange on monday following press reports bloomberg of an imminent agreement with openai the artificial intelligence ai company behind the chatgpt con 1208 chars,Positive
2024-05-13 16:58:13+00:00,may 13 reuters apple is gearing up to sell its vision pro mixedreality headset outside the united states bloomberg news reported on monday in a bid to invigorate demand for its most expensi 1436 chars,Positive
2024-05-13 18:48:26+00:00,gamestop rallies sparks gains in other meme stocks alphabet slips as openai to launch search competitor indexes sampp 500 off 004 nasdaq adds 027 dow off 015 may 13 reuters 3190 chars,Positive
2024-05-13 19:02:33+00:00,every weekday the cnbc investing club with jim cramer releases the homestretch an actionable afternoon update just in time for the last hour of trading on wall street were no longer recording th 4956 chars,Negative
2024-05-13 20:06:10+00:00,some of the best m4 ipad pro and m2 ipad air cases have arrived and we are here to take a closer look apples m4 ipad pro and m2 ipad air are just days away from being loaded up and shipped across th 5170 chars,Positive
2024-05-13 20:43:06+00:00,minneapolis may 13 2024 globe newswire jamf nasdaq jamf the standard in managing and securing apple at work today announced the commencement of an underwritten public offering the offeri 5699 chars,Positive
2024-05-13 21:09:40+00:00,i have used an ipad in my video editing suite for years in all that time ive never written an ipad for the edit suite article that ive often thought about and even made notes on and ive also 18683 chars,Neutral
2024-05-13 22:08:44+00:00,story stocks finished mixed monday as investors took a breather after three weekly gains and ahead of key inflation readings later this week the dow fell twotenths of one percent the sampp 500 1372 chars,Positive
2024-05-14 02:04:58+00:00,editors note sign up for cnns meanwhile in china newsletter which explores what you need to know about the countrys rise and how it impacts the world for decades western companies made a fortune 7810 chars,Neutral
2024-05-14 05:32:06+00:00,eqsnews agrana beteiligungsaktiengesellschaft key words annual results agrana achieves robust results in the 202324 financial year 14052024 0730 cetcestthe issuer is solely responsib 9532 chars,Positive
2024-05-14 09:24:42+00:00,warner financial inc grew its stake in shares of apple inc nasdaqaapl free report by 14 in the 4th quarter according to the company in its most recent 13f filing with the securities and exc 7510 chars,Positive
2024-05-14 09:24:42+00:00,keel point llc grew its holdings in apple inc nasdaqaapl free report by 61 in the 4th quarter according to its most recent disclosure with the securities and exchange commission sec the i 7433 chars,Positive
2024-05-14 10:10:41+00:00,a look at the day ahead in us and global markets from mike dolan macro markets have basically frozen ahead of this weeks big us inflation releases with sideshow entertainment provided by a 4957 chars,Positive
2024-05-14 10:11:04+00:00,a look at the day ahead in us and global markets from mike dolan macro markets have basically frozen ahead of this weeks big us inflation releases with sideshow entertainment provided by a fre 4894 chars,Positive
2024-05-14 10:32:41+00:00,hoxton planning amp management llc boosted its stake in apple inc nasdaqaapl free report by 32 during the 4th quarter according to the company in its most recent filing with the securities 7087 chars,Positive
2024-05-14 11:52:19+00:00,after quickly jumping up in pricegoing in and out of stock the latest deal on the apple studio display has returned at amazon you can now score the base model with apples stock tiltadjustable sta 2250 chars,Positive
2024-05-14 11:54:01+00:00,since the formation of americas first stock market in philadelphia in 1790 markets have been evolving now cuttingedge technology enhanced by artificial intelligence ai is reshaping instantaneou 6257 chars,Positive
2024-05-14 13:17:41+00:00,investors once again believed in a fed rate cut in september doubts about the slight upturn in inflation were dispelled by a series of weak economic indicators todays producer price data was too m 7840 chars,Negative
2024-05-14 14:38:32+00:00,major indexes looked past hot inflation data and fed chair jerome powells comments in early trades tuesday the dow jones industrial average rose 02 while the sampp 500 and the nasdaq inched up 3129 chars,Neutral
2024-05-14 15:12:34+00:00,may 14 reuters comcast is set to launch a streaming bundle combining its peacock service with netflix and apple tv as the media and broadband company looks to retain subscribers in the face 1750 chars,Neutral
2024-05-14 16:27:51+00:00,this is the published version of forbes cfo newsletter which offers the latest news for chief finance officers and other leaders focused on the budget sign up here to get it delivered to your inbo 6727 chars,Positive
2024-05-14 16:48:49+00:00,in 2021 gamestop underwent a transformation in the public imagination the video gameselling relic of 2000sera malls suddenly became a veryofitstime phenomenon a meme stock a tool for the int 4487 chars,Neutral
2024-05-14 18:07:00+00:00,are you a show chaser or a serial churner are you a show chaser or a serial churner0417 comcast will offer a new bundled streaming service where customers can watch content from apple t 3148 chars,Neutral
2024-05-14 18:13:47+00:00,gamestop gme and amc amc are soaring again with both stocks up more than 100 in the past week while the moves are sending vibrations through the market that feel like the 2021 meme stock mani 3380 chars,Positive
2024-05-14 19:37:00+00:00,steve sosnick chief strategist of interactive brokers spoke with quartz for the latest installment of our smart investing video series watch the interview above and check out the transcript below 6155 chars,Positive
2024-05-14 20:15:33+00:00,it turns out april showers did bring may flowers for the stock market as major indexes shook off aprils selloff and continued their upward trajectory tuesday with the techheavy nasdaq composite cl 2002 chars,Negative
2024-05-15 01:00:00+00:00,huawei has opened four flagship stores in china since december huawei also adds more licensed distributors in chinasources premium push aimed at boosting sales beyond smartphonesexperts 5157 chars,Positive
2024-05-15 06:10:44+00:00,pinstripes nysepnst get free report and baristas coffee otcmktsbcci get free report are both smallcap consumer discretionary companies but which is the better stock we will compare the t 3968 chars,Positive
2024-05-15 08:23:04+00:00,united asset strategies inc increased its stake in apple inc nasdaqaapl free report by 67 during the 4th quarter according to its most recent disclosure with the securities and exchange com 7037 chars,Positive
2024-05-15 08:23:06+00:00,svb wealth llc decreased its holdings in shares of apple inc nasdaqaapl free report by 470 in the 4th quarter according to the company in its most recent form 13f filing with the securities 7151 chars,Positive
2024-05-15 08:25:29+00:00,new york state common retirement fund lowered its position in shares of jamf holding corp nasdaqjamf free report by 22 during the fourth quarter according to its most recent disclosure with 6268 chars,Positive
2024-05-15 08:58:41+00:00,suncoast equity management lifted its position in apple inc nasdaqaapl free report by 11 in the 4th quarter according to the company in its most recent 13f filing with the sec the instituti 7030 chars,Positive
