date,content,headlines
2024-03-25T22:16:01Z,"Ad hoc announcement pursuant to Art. 53 LR.
Orascom Development Holding (""ODH"") (SIX ODHN.SW) has released its consolidated financial results for FY 2023.
ODH achieved strong performance, with real… [+25489 chars]",Orascom Development : EARNINGS RELEASES FY 2023
2024-03-19T13:25:03Z,"The Group achieved solid profit
Final dividend increased by 21%, dividend payout ratio surged to 41%
PAX Global Technology Limited (""PAX"" or the ""Group"", HKSE stock code: 00327.HK), one of the worl… [+11171 chars]",PAX Global Technology : Announces 2023 Annual Results
2024-03-26T20:07:05Z,"NEW YORK, March 26, 2024 /PRNewswire/ -- AllianceBernstein Global High Income Fund, Inc.[NYSE: AWF] (the ""Fund"") today released its monthly portfolio update as of February 29, 2024.
<table><tr><td>A… [+17980 chars]","AllianceBernstein Global High Income Fund, Inc. RELEASES MONTHLY PORTFOLIO UPDATE"
2024-03-30T09:08:06Z,"MTN Group
FY 2023 Annual Results Presentation
Date: 25 March 2024
Thato Motlanthe
Good afternoon to everybody. My name is Thato Motlanthe. I look after investor relations for the MTN Group and it… [+25131 chars]",MTN : Transcript of annual results on 25 March 2024
2024-04-01T01:10:59Z,"<li></li>
April 01, 2024 15:55Stock market live news: Tata Motors total domestic sales rise to 90,822 units in March
Tata Motors on Monday reported a 2 per cent rise in its total domestic wholesale… [+69564 chars]","Share Market Highlights 01 April 2024: Sensex gains 363 pts, Nifty closes at 22,462"
2024-04-14T04:39:54Z,"Seven people familiar with the royal family shared information about their views, strategy and finances
On a promontory jutting into the Persian Gulf, the Sheraton Grand Doha Resort &amp; Convention… [+13369 chars]",Qatar Royal Family: A $150 Billion Fortune And Art Of Diplomatic Mediation
2024-03-26T06:30:00Z,"Atos reports full year 2023 results
Revenue: 10,693m, up +0.4% organically
Eviden up +2.9% organically
Tech Foundations down -1.7% organically
Operating margin of 4.4% (467m), up +170 bps organic… [+53806 chars]",Atos reports full year 2023 results
2024-03-20T20:15:00Z,"<ul><li> Total Revenues in 2023 were $93.4 million, up 10% from previous year</li><li>Product Revenues in 2023 were $48.7 million, compared to $24.8 million in 2022, with Q4 2023 product revenues of … [+34826 chars]",Alvotech Reports Financial Results for Full Year 2023 and Provides a Business Update
2024-03-20T20:15:04Z,"<ul><li> Total Revenues in 2023 were $93.4 million, up 10% from previous year</li><li>Product Revenues in 2023 were $48.7 million, compared to $24.8 million in 2022, with Q4 2023 product revenues of … [+34956 chars]",Alvotech Reports Financial Results for Full Year 2023 and Provides a Business Update
2024-03-20T20:15:00Z,"<ul><li>Total Revenues in 2023 were $93.4 million, up 10% from previous year</li><li>Product Revenues in 2023 were $48.7 million, compared to $24.8 million in 2022, with Q4 2023 product revenues of $… [+34869 chars]",Alvotech Reports Financial Results for Full Year 2023 and Provides a Business Update
2024-04-18T14:00:00Z,"Abstract
Rice, being a staple food in many countries, necessitates the identification of reliable suppliers to ensure a steady supply. Consequently, it is vital to establish trustworthy vendors for … [+71941 chars]",An integrated model for rice supplier selection strategies and a comparative analysis of fuzzy multicriteria decision-making approaches based on the fuzzy entropy weight method for evaluating rice suppliers
2024-03-31T11:34:06Z,"Arab Bank Group
Annual Report 2023
Arab Bank Group
TABLE OF CONTENTS
CHAIRMAN'S MESSAGE
CEO'S MESSAGE
BOARD OF DIRECTORS' REPORT
4 5
<table><tr><td>-
</td><td>
 MAIN BUSINESS ACTIVITIES OF … [+22486 chars]",Arab Bank : Annual Report 2023
2024-03-24T08:42:04Z,"The latter half of the 19th century witnessed the birth of a concept Ottomanism. At the time, the Ottoman Empire, with its base of power in Turkey, ruled a vast domain stretching from Southeast Europ… [+22373 chars]",A Sultan’s Shadow: The Truth About Neo-Ottomanism
2024-03-26T01:06:15Z,"<li></li>
March 26, 2024 16:30Stock Market Today: Sensex, Nifty drop on foreign fund outflows, weak US markets
Benchmark equity indices Sensex and Nifty declined on Tuesday due to losses in index m… [+75309 chars]",Share Market Highlights 26 March 2024: Sensex sheds 361 pts; Nifty settles at 22k; media top drag
2024-04-02T14:00:00Z,"Abstract
Smart cities improve services for businesses, among many other benefits. A comprehensive understanding and effective utilization of these advantages is crucial for promoting business develo… [+71320 chars]",Smart city and earnings management: Evidence from China
2024-03-21T10:46:08Z,"Green Finance report
2023
2 Scatec ASA - Green Finance Report 2023
Contents
<table><tr><td>
 1.
</td><td>
Introduction
</td><td>
3
</td></tr><tr><td>
1.1.
</td><td>
About Scatec ASA
</t… [+19813 chars]",Scatec : Green Finance Report 2023
2024-04-08T01:25:39Z,"<li></li>
April 08, 2024 16:30Currency Market Live Today: Rupee settles on flat note at 83.31 against US dollar
The rupee settled on a flat note on Monday at 83.31 (provisional) against the US doll… [+62605 chars]",Share Market Highlights 8th April 2024: Sensex and Nifty hit record highs amid global optimism and foreign inflows
2024-03-19T10:01:02Z,"Shell plc Report on Payments to Governments for the year 2023
Basis for Preparation - Report on Payments to Governments for the year 2023This Report provides a consolidated overview of the payments … [+82133 chars]",Shell plc – Report on Payments to Governments for the year 2023
2024-03-19T10:04:45Z,"Article content
Shell plc Report on Payments to Governments for the year 2023
Basis for Preparation Report on Payments to Governments for the year 2023This Report provides a consolidated overview o… [+86478 chars]",Shell plc – Report on Payments to Governments for the year 2023
2024-03-19T10:00:00Z,"Shell plc Report on Payments to Governments for the year 2023
Basis for Preparation - Report on Payments to Governments for the year 2023This Report provides a consolidated overview of the payments … [+82127 chars]",Shell plc – Report on Payments to Governments for the year 2023
2024-03-27T19:13:12Z,"By Brian Okoth
The US dollar has registered a mixed performance among currencies in Africa. 
In some countries, such as South Africa and Kenya, the local currencies have gained value against the US… [+2447 chars]",Explained: How a weak dollar affects you - TRT Afrika
2024-03-24T04:08:21Z,The Mikoyan-Gurevich MiG-25 (Russian: Микоян и Гуревич МиГ-25) (NATO reporting name: Foxbat) is a supersonic interceptor and reconnaissance aircraft that was among the fastest military aircraft to en… [+37209 chars],The MiG-25
2024-04-01T04:10:45Z,Mangroves are various types of trees up to medium height and shrubs that grow in saline coastal sediment habitats in the tropics and subtropics – mainly between latitudes 25° N and 25° S. The remaini… [+43247 chars],Mangroves
2024-04-18T01:43:12Z,"(Xinhua) 09:32, April 18, 2024
KIGALI, April 17 (Xinhua) -- During a ceremony at the Kigali Genocide Memorial on April 7, Rwandan President Paul Kagame and First Lady Jeannette Kagame lit a memorial… [+14897 chars]",Rwanda's rebirth -- a nation of unity emerges from shadow of genocide
2024-04-15T11:52:08Z,"The emergence and proliferation of data privacy laws and regulations, including the General Data Protection Regulation (GDPR) in the EU and the California Consumer Privacy Act (CCPA), can make market… [+47772 chars]","Privacy-First Marketing: Principles, Applications, and Challenges"
2024-04-16T08:09:42Z,Jakarta (ANTARA) - Indonesian Foreign Affairs Minister Retno Marsudi called for conflict de-escalation in the Middle East during a phone call with Iranian Foreign Affairs Minister Hossein Amir-Abdoll… [+2164 chars],Marsudi presses for conflict de-escalation in talks with Iranian FM
